Project,Task ID,Title,Column,Priority,Labels,Description,Created
"Techusiness","tech-task-0","Consider shorts or highlight reels from top keynotes (e.g. Nvidia CES)","backlog","low","Content","Experiment with short-form content derived from existing full keynote uploads","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-1","Set up or refine playlists by event (CES, Ignite, re:Invent, AI Keynotes)","backlog","low","Organization","Organize channel playlists to improve discoverability and session duration","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-2","Script or automation to refresh current-data from YouTube Studio","backlog","low","Automation","Optional automation to pull latest analytics into workspace context files","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-3","Start experiments log: outputs/youtube/experiments.md","backlog","low","Process","Track what you tried and results to build institutional knowledge","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-4","Improve first-48h push: share in relevant communities, optimize post time","backlog","medium","Growth","Maximize early engagement by promoting new uploads in tech communities and testing publish times","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-5","Set subscriber target for next 90 days","todo","high","Strategy","Define measurable subscriber growth target in strategy.md","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-6","Add 2-3 competitor handles and run /youtube analysis for each","todo","high","Research","Benchmark against similar channels to identify gaps and opportunities","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-7","Run /content-plan and schedule next 8-10 videos","todo","high","Content","Generate content calendar and commit to publishing schedule","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-8","Request title + thumbnail options for next 3 videos","todo","high","Growth","Use reference/youtube-titles-thumbnails.md guidance to create CTR-optimized titles and thumbnails","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-9","Draft video descriptions with keywords for next 5 uploads","todo","medium","Content","SEO-optimized descriptions to improve search discoverability","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-10","Add end screens / CTAs (subscribe, like, next video) to recent uploads","todo","medium","Growth","Boost subscriber conversion and engagement on existing content","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-11","Decide: full keynotes only vs. add short clips/highlights","todo","medium","Strategy","Strategic decision on content format — capture in strategy.md","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-12","Run /youtube every 2 weeks and update current-data.md","in-progress","high","Process","Recurring analytics refresh — keep context/current-data.md current for informed decisions","2026-02-20T00:00:00.000Z"
"Techusiness","tech-task-13","Build short-form content factory: clip high-impact moments from tech conferences into reels for YouTube Shorts, Instagram, and TikTok","backlog","high","Content Factory","Create a repeatable pipeline that takes full-length tech conference keynotes, identifies high-impact segments (announcements, demos, hot takes), clips them into 30-60s vertical videos with captions/branding, and distributes across YouTube Shorts, Instagram Reels, and TikTok. Explore tools like FFmpeg, Descript, or AI-based clipping (e.g. Opus Clip, Vizard). Goal: 3-5x content output from each keynote upload with minimal manual effort.","2026-02-20T02:30:00.000Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","8giGJnJk9BM6Z1D3KK19D","Epic: 13F Holdings Diff & Copycat Portfolio Service","done","high","","Build WhaleWisdom-style 13F service: ingest, diff, copycat, fund metrics, screener, heat map, backtester, dashboard API. All acceptance criteria met.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","p_OuGPTl_ehKBrMmYepUd","13F Data Pipeline & API","done","high","","Ingest SEC 13F-HR (ingest-13f.py), query by filer/period (query-13f.py). JSON in outputs/13f/. Reference: reference/13f-data-pipeline.md","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","QkwhoEVRE-4mvwyTIV8TZ","13F Holdings Diff (period-over-period)","done","high","","Compare two periods: new buys, sells, increased, decreased. Script: 13f-holdings-diff.py. --out report.md, --json-out for API.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","lTqa_eOXnqn32lCKN5DJt","13F Copycat Portfolio","done","high","","Build target portfolio from 1+ filers. Script: copycat-13f.py. Value/equal weight, consensus-min. Output: tickers + weightPct + ticker.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","m-c7nrF14X_U37FktfLba","13F Fund Performance (metrics)","done","medium","","Concentration (top 5/10/20%), holdings count, overlap %. Script: 13f-fund-performance.py.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","N2bcUekxl0ahwAEG-zKWk","13F Stock Screener","done","medium","","Aggregate by CUSIP: value, filer count, ticker. Script: 13f-stock-screener.py. --min-filers for consensus.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","UJ9odRoybUf7kXH6egdde","Combined Holdings (overlap / consensus)","done","medium","","Covered by copycat --consensus-min and stock screener --min-filers.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","rgCEa9zGFZSqXeYhir2B6","13F Backtester","done","medium","","Backtest copycat/13F strategy with FMP prices. Script: 13f-backtest.py. CUSIP→ticker via reference/cusip-to-ticker.json.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","n0xRVZhdFrTuaZm5r-QcF","13F Heat Map export","done","medium","","Export matrix (filers x CUSIPs) for visualization. Script: 13f-heatmap-export.py. JSON/CSV.","2026-02-21T23:07:36.741Z"
"Automated 13F Holdings Diff & Copycat Portfolio Service","psLJ9C8IoWoDUj8iIt_4E","Dashboard integration (Option B: API)","done","high","","FastAPI bridge at port 8000. Endpoints: /api/13f/filers, holdings, diff, copycat, screener, heatmap, fund-metrics. See reference/13f-dashboard-integration.md.","2026-02-21T23:07:36.741Z"
